codmpio,yearly,amount_sum,amount_mean,donors_sum,donors_mean,FARC1,Presencia_FARC
25307,2011,121.36166,60.68083,20,10,NA,Sin Presencia
25312,2011,0,0,0,0,NA,Sin Presencia
25317,2011,2.55,2.55,1,1,NA,Sin Presencia
25320,2011,0,0,0,0,NA,Sin Presencia
25322,2011,0.61,0.61,1,1,NA,Sin Presencia
25324,2011,9.3464,9.3464,3,3,NA,Sin Presencia
25326,2011,0,0,0,0,NA,Sin Presencia
25328,2011,10.434,10.434,7,7,NA,Sin Presencia
25335,2011,13.966956,6.983478,2,1,NA,Sin Presencia
25339,2011,0,0,0,0,NA,Sin Presencia
25368,2011,12,12,4,4,NA,Sin Presencia
25372,2011,2,2,1,1,NA,Sin Presencia
25377,2011,12.06,12.06,2,2,NA,Sin Presencia
25386,2011,51.84897,10.369794,7,1.4,NA,Sin Presencia
25394,2011,0,0,0,0,NA,Sin Presencia
25398,2011,0,0,0,0,NA,Sin Presencia
25402,2011,26.7,26.7,6,6,NA,Sin Presencia
25407,2011,7,3.5,2,1,NA,Sin Presencia
25426,2011,2,2,1,1,NA,Sin Presencia
25430,2011,94.26,47.13,27,13.5,NA,Sin Presencia
25436,2011,2.039,2.039,2,2,NA,Sin Presencia
25438,2011,8,8,3,3,NA,Sin Presencia
25473,2011,10.83175,5.415875,2,1,NA,Sin Presencia
25483,2011,0,0,0,0,NA,Sin Presencia
25486,2011,12.5,12.5,2,2,NA,Sin Presencia
25488,2011,0,0,0,0,NA,Sin Presencia
25489,2011,2.6,2.6,1,1,NA,Sin Presencia
25491,2011,0.912,0.912,1,1,NA,Sin Presencia
25506,2011,0,0,0,0,NA,Sin Presencia
25513,2011,0,0,0,0,NA,Sin Presencia
25518,2011,6,6,2,2,NA,Sin Presencia
25524,2011,0,0,0,0,NA,Sin Presencia
25530,2011,14.2,7.1,7,3.5,NA,Sin Presencia
25535,2011,0,0,0,0,NA,Sin Presencia
25572,2011,7.5765,1.894125,20,5,NA,Sin Presencia
25580,2011,19.4,19.4,4,4,NA,Sin Presencia
25592,2011,0,0,0,0,NA,Sin Presencia
25594,2011,0,0,0,0,NA,Sin Presencia
25596,2011,8,8,2,2,NA,Sin Presencia
25599,2011,0,0,0,0,NA,Sin Presencia
25612,2011,0,0,0,0,NA,Sin Presencia
25645,2011,35,35,9,9,NA,Sin Presencia
25649,2011,0.5,0.5,1,1,NA,Sin Presencia
25653,2011,0,0,0,0,NA,Sin Presencia
25658,2011,15.5,7.75,8,4,NA,Sin Presencia
25662,2011,7,7,2,2,NA,Sin Presencia
25718,2011,0,0,0,0,NA,Sin Presencia
25736,2011,4.45,1.4833333333333332,3,1,NA,Sin Presencia
25740,2011,0,0,1,1,NA,Sin Presencia
25743,2011,13.670167,4.556722333333333,5,1.6666666666666667,NA,Sin Presencia
25745,2011,0,0,0,0,NA,Sin Presencia
25754,2011,47.8,11.95,7,1.75,NA,Sin Presencia
25758,2011,35.78819,7.157638,34,6.8,NA,Sin Presencia
25769,2011,1,1,1,1,NA,Sin Presencia
25772,2011,0.8,0.8,1,1,NA,Sin Presencia
25777,2011,0,0,0,0,NA,Sin Presencia
25779,2011,0,0,0,0,NA,Sin Presencia
25781,2011,1.2,1.2,1,1,NA,Sin Presencia
25785,2011,1.5,1.5,1,1,NA,Sin Presencia
25793,2011,0,0,0,0,NA,Sin Presencia
25797,2011,8,8,1,1,NA,Sin Presencia
25799,2011,22.5,11.25,5,2.5,NA,Sin Presencia
25805,2011,0,0,0,0,NA,Sin Presencia
25807,2011,0.522,0.522,1,1,NA,Sin Presencia
25815,2011,9.5,4.75,4,2,NA,Sin Presencia
25817,2011,17.9,5.966666666666667,4,1.3333333333333333,NA,Sin Presencia
25823,2011,4,4,2,2,NA,Sin Presencia
25839,2011,18,18,5,5,NA,Sin Presencia
25841,2011,0,0,0,0,NA,Sin Presencia
25843,2011,30,30,2,2,NA,Sin Presencia
25845,2011,14.137,7.0685,3,1.5,NA,Sin Presencia
25851,2011,18.25,9.125,21,10.5,NA,Sin Presencia
25862,2011,0,0,0,0,NA,Sin Presencia
25867,2011,8.15,4.075,4,2,NA,Sin Presencia
25871,2011,0,0,0,0,NA,Sin Presencia
25873,2011,16.12,5.373333333333333,7,2.3333333333333335,NA,Sin Presencia
25875,2011,34.5,11.5,10,3.3333333333333335,NA,Sin Presencia
25878,2011,0,0,0,0,NA,Sin Presencia
25885,2011,0,0,0,0,NA,Sin Presencia
25898,2011,4.58432,4.58432,1,1,NA,Sin Presencia
25899,2011,184.202,46.0505,18,4.5,NA,Sin Presencia
27001,2011,80.3,40.15,5,2.5,1,Con Presencia
27006,2011,17.99,8.995,4,2,NA,Sin Presencia
27025,2011,0,0,0,0,NA,Sin Presencia
27050,2011,41,41,5,5,NA,Sin Presencia
27073,2011,47.5,23.75,13,6.5,NA,Sin Presencia
27075,2011,41.157892,41.157892,5,5,NA,Sin Presencia
27077,2011,20,20,5,5,NA,Sin Presencia
27099,2011,40.376,40.376,8,8,NA,Sin Presencia
27135,2011,50.5,25.25,7,3.5,NA,Sin Presencia
27150,2011,33.4,16.7,6,3,1,Con Presencia
27160,2011,0,0,0,0,NA,Sin Presencia
27205,2011,19.5,9.75,7,3.5,NA,Sin Presencia
27245,2011,32.47397,16.236985,14,7,NA,Sin Presencia
27250,2011,27,27,10,10,NA,Sin Presencia
27361,2011,7,7,2,2,NA,Sin Presencia
27372,2011,60.3,20.1,12,4,NA,Sin Presencia
27413,2011,32,32,5,5,NA,Sin Presencia
27425,2011,28,14,13,6.5,1,Con Presencia
27430,2011,0,0,0,0,NA,Sin Presencia
27450,2011,0,0,0,0,NA,Sin Presencia
27491,2011,0,0,0,0,NA,Sin Presencia
27495,2011,53.5,26.75,25,12.5,NA,Sin Presencia
27580,2011,8.9,4.45,2,1,NA,Sin Presencia
27600,2011,63,31.5,7,3.5,NA,Sin Presencia
27615,2011,0,0,0,0,1,Con Presencia
27660,2011,14.5,14.5,4,4,NA,Sin Presencia
27745,2011,53.982,53.982,6,6,NA,Sin Presencia
27787,2011,17,17,5,5,NA,Sin Presencia
27800,2011,0,0,0,0,1,Con Presencia
27810,2011,12.7,6.35,2,1,NA,Sin Presencia
41001,2011,103.624,34.541333333333334,34,11.333333333333334,1,Con Presencia
41006,2011,12.5,12.5,2,2,NA,Sin Presencia
41013,2011,5,5,1,1,NA,Sin Presencia
41016,2011,16.05,5.35,6,2,1,Con Presencia
41020,2011,21.4,5.35,7,1.75,1,Con Presencia
41026,2011,5,5,2,2,NA,Sin Presencia
41078,2011,25.7,8.566666666666666,9,3,1,Con Presencia
41132,2011,19,19,4,4,1,Con Presencia
41206,2011,16.5,16.5,8,8,1,Con Presencia
41244,2011,3,3,1,1,NA,Sin Presencia
41298,2011,33.57647,11.192156666666666,10,3.3333333333333335,NA,Sin Presencia
41306,2011,25.9,6.475,9,2.25,1,Con Presencia
41319,2011,18.17,18.17,9,9,NA,Sin Presencia
41349,2011,6.9,3.45,5,2.5,1,Con Presencia
41357,2011,0,0,0,0,NA,Sin Presencia
41359,2011,38.88,19.44,9,4.5,1,Con Presencia
41378,2011,0,0,0,0,1,Con Presencia
41396,2011,26.534,13.267,8,4,1,Con Presencia
41483,2011,29.5,14.75,5,2.5,NA,Sin Presencia
41503,2011,15,15,7,7,NA,Sin Presencia
41518,2011,0,0,0,0,NA,Sin Presencia
41524,2011,33.5,33.5,7,7,1,Con Presencia
41530,2011,0.15,0.15,1,1,1,Con Presencia
41548,2011,39.07695,13.02565,12,4,NA,Sin Presencia
41551,2011,145.868,48.62266666666667,32,10.666666666666666,1,Con Presencia
41615,2011,5,5,1,1,NA,Sin Presencia
41660,2011,13.8408,6.9204,13,6.5,NA,Sin Presencia
41668,2011,24.12,12.06,9,4.5,1,Con Presencia
41676,2011,2.9,2.9,3,3,1,Con Presencia
41770,2011,17.31,5.77,10,3.3333333333333335,1,Con Presencia
41791,2011,15,15,4,4,NA,Sin Presencia
41797,2011,5,5,1,1,1,Con Presencia
41799,2011,3,3,1,1,1,Con Presencia
41801,2011,0,0,0,0,NA,Sin Presencia
41807,2011,0,0,0,0,NA,Sin Presencia
41872,2011,6,3,2,1,NA,Sin Presencia
41885,2011,0,0,0,0,NA,Sin Presencia
44001,2011,0,0,0,0,NA,Sin Presencia
44035,2011,6.5,6.5,2,2,NA,Sin Presencia
44078,2011,33.5932,11.197733333333334,6,2,NA,Sin Presencia
44090,2011,11,5.5,3,1.5,NA,Sin Presencia
44098,2011,2.28,2.28,4,4,NA,Sin Presencia
44110,2011,14.1,14.1,5,5,NA,Sin Presencia
44279,2011,53.5,26.75,16,8,NA,Sin Presencia
44378,2011,0,0,0,0,NA,Sin Presencia
44420,2011,0,0,0,0,NA,Sin Presencia
44430,2011,494,164.66666666666666,38,12.666666666666666,NA,Sin Presencia
44560,2011,56,28,18,9,NA,Sin Presencia
44650,2011,51,25.5,5,2.5,NA,Sin Presencia
44847,2011,278,139,26,13,NA,Sin Presencia
44855,2011,24.2,12.1,16,8,NA,Sin Presencia
44874,2011,50.18,12.545,11,2.75,NA,Sin Presencia
47001,2011,957.647285,239.41182125,91,22.75,NA,Sin Presencia
47030,2011,15,15,3,3,NA,Sin Presencia
47053,2011,12.5,6.25,3,1.5,NA,Sin Presencia
47058,2011,6.3,6.3,4,4,NA,Sin Presencia
47161,2011,23.483,11.7415,4,2,NA,Sin Presencia
47170,2011,11,11,4,4,NA,Sin Presencia
47189,2011,152.5648,38.1412,23,5.75,NA,Sin Presencia
47205,2011,0,0,0,0,NA,Sin Presencia
47245,2011,18.3724,9.1862,5,2.5,NA,Sin Presencia
47258,2011,0,0,0,0,NA,Sin Presencia
47268,2011,0,0,0,0,NA,Sin Presencia
47288,2011,62.732983,62.732983,5,5,NA,Sin Presencia
47318,2011,15,15,3,3,NA,Sin Presencia
47460,2011,10,10,1,1,NA,Sin Presencia
47541,2011,0,0,0,0,NA,Sin Presencia
47545,2011,0.8,0.8,1,1,NA,Sin Presencia
47551,2011,5,5,1,1,NA,Sin Presencia
47555,2011,55,27.5,6,3,NA,Sin Presencia
47570,2011,35.85,11.95,15,5,NA,Sin Presencia
47605,2011,5,5,2,2,NA,Sin Presencia
47660,2011,5,5,4,4,NA,Sin Presencia
47675,2011,10.2839,10.2839,3,3,NA,Sin Presencia
47692,2011,19.85,19.85,1,1,NA,Sin Presencia
47703,2011,10,10,1,1,NA,Sin Presencia
47707,2011,25.8349,25.8349,18,18,NA,Sin Presencia
47720,2011,0,0,0,0,NA,Sin Presencia
47745,2011,0,0,0,0,NA,Sin Presencia
47798,2011,15.5,7.75,4,2,NA,Sin Presencia
47960,2011,4,4,2,2,NA,Sin Presencia
47980,2011,0,0,0,0,NA,Sin Presencia
50001,2011,987.86704,164.64450666666664,86,14.333333333333334,1,Con Presencia
50006,2011,80.5,20.125,12,3,NA,Sin Presencia
50110,2011,0,0,0,0,NA,Sin Presencia
50124,2011,7.5,7.5,1,1,NA,Sin Presencia
50150,2011,7.928,3.964,8,4,NA,Sin Presencia
50223,2011,30.050839,15.0254195,29,14.5,1,Con Presencia
50226,2011,31.7,15.85,8,4,NA,Sin Presencia
50245,2011,1.5,1.5,1,1,NA,Sin Presencia
50251,2011,40,20,9,4.5,1,Con Presencia
50270,2011,15.9,15.9,8,8,NA,Sin Presencia
50287,2011,17.2,17.2,4,4,NA,Sin Presencia
50313,2011,47.6099,23.80495,16,8,1,Con Presencia
50318,2011,38,38,5,5,NA,Sin Presencia
50325,2011,0,0,0,0,1,Con Presencia
50330,2011,21,21,5,5,NA,Sin Presencia
50350,2011,20.8165,20.8165,5,5,1,Con Presencia
50370,2011,15,7.5,4,2,1,Con Presencia
50400,2011,8,8,2,2,NA,Sin Presencia
50450,2011,22,22,5,5,1,Con Presencia
50568,2011,80.95018,26.983393333333332,60,20,NA,Sin Presencia
50573,2011,64.7,21.566666666666666,20,6.666666666666667,NA,Sin Presencia
50577,2011,13.175,6.5875,27,13.5,1,Con Presencia
50590,2011,12.9,12.9,3,3,1,Con Presencia
50606,2011,12.5,12.5,3,3,NA,Sin Presencia
50680,2011,23.2,11.6,6,3,NA,Sin Presencia
50683,2011,32.7475,10.915833333333333,9,3,1,Con Presencia
50686,2011,3.7,3.7,1,1,NA,Sin Presencia
50689,2011,7.8,3.9,2,1,1,Con Presencia
50711,2011,22.8,22.8,4,4,1,Con Presencia
52001,2011,81,27,20,6.666666666666667,NA,Sin Presencia
52019,2011,0,0,0,0,NA,Sin Presencia
52022,2011,10,10,4,4,NA,Sin Presencia
52036,2011,0,0,0,0,NA,Sin Presencia
52051,2011,0,0,0,0,NA,Sin Presencia
52079,2011,43.55,8.71,13,2.6,1,Con Presencia
52083,2011,6,6,3,3,NA,Sin Presencia
52110,2011,0,0,0,0,NA,Sin Presencia
52203,2011,3,3,1,1,NA,Sin Presencia
52207,2011,13,6.5,4,2,NA,Sin Presencia
52210,2011,0,0,0,0,NA,Sin Presencia
52215,2011,12,6,2,1,NA,Sin Presencia
52224,2011,7,7,3,3,NA,Sin Presencia
52227,2011,2,2,1,1,NA,Sin Presencia
52233,2011,35,35,4,4,NA,Sin Presencia
52240,2011,7,3.5,2,1,NA,Sin Presencia
52250,2011,0,0,0,0,1,Con Presencia
52254,2011,0.78,0.78,2,2,NA,Sin Presencia
52256,2011,0,0,0,0,NA,Sin Presencia
52258,2011,2,2,1,1,NA,Sin Presencia
52260,2011,7,3.5,3,1.5,NA,Sin Presencia
52287,2011,5,5,2,2,NA,Sin Presencia
52317,2011,4.8,4.8,7,7,NA,Sin Presencia
52320,2011,7.5,7.5,1,1,NA,Sin Presencia
52323,2011,6,6,2,2,NA,Sin Presencia
52352,2011,0,0,0,0,NA,Sin Presencia
52354,2011,23.2,23.2,4,4,NA,Sin Presencia
52356,2011,96.24,48.12,12,6,NA,Sin Presencia
52378,2011,0,0,0,0,NA,Sin Presencia
52381,2011,21,21,2,2,NA,Sin Presencia
52385,2011,9.3,9.3,3,3,NA,Sin Presencia
52390,2011,0,0,0,0,NA,Sin Presencia
52399,2011,0,0,0,0,NA,Sin Presencia
52405,2011,12,12,2,2,1,Con Presencia
52411,2011,0,0,0,0,NA,Sin Presencia
52418,2011,13.5,6.75,3,1.5,NA,Sin Presencia
52427,2011,0,0,0,0,1,Con Presencia
52435,2011,0,0,0,0,1,Con Presencia
52473,2011,0,0,0,0,NA,Sin Presencia
52480,2011,8,4,2,1,NA,Sin Presencia
52490,2011,64,32,8,4,1,Con Presencia
52506,2011,0,0,0,0,NA,Sin Presencia
52520,2011,10,10,2,2,1,Con Presencia
52540,2011,3,3,1,1,1,Con Presencia
52560,2011,5,5,1,1,NA,Sin Presencia
52565,2011,4,4,1,1,NA,Sin Presencia
52573,2011,4,4,2,2,NA,Sin Presencia
52585,2011,10,10,2,2,NA,Sin Presencia
52612,2011,5.3,5.3,4,4,1,Con Presencia
52621,2011,24.487329,12.2436645,9,4.5,1,Con Presencia
52678,2011,0,0,0,0,NA,Sin Presencia
52683,2011,0,0,0,0,NA,Sin Presencia
52685,2011,5.8,5.8,1,1,NA,Sin Presencia
52687,2011,0,0,0,0,NA,Sin Presencia
52693,2011,0,0,0,0,NA,Sin Presencia
52694,2011,0,0,0,0,NA,Sin Presencia
52696,2011,43,43,1,1,1,Con Presencia
52699,2011,0,0,0,0,NA,Sin Presencia
52720,2011,9,9,2,2,NA,Sin Presencia
52786,2011,5.8,5.8,1,1,NA,Sin Presencia
52788,2011,10,10,2,2,NA,Sin Presencia
52835,2011,67,33.5,9,4.5,1,Con Presencia
52838,2011,15.7,15.7,4,4,NA,Sin Presencia
52885,2011,0,0,0,0,NA,Sin Presencia
54001,2011,859.646233,171.9292466,60,12,1,Con Presencia
54003,2011,0,0,0,0,1,Con Presencia
54051,2011,22,11,5,2.5,NA,Sin Presencia
54099,2011,5,5,1,1,NA,Sin Presencia
54109,2011,0,0,0,0,NA,Sin Presencia
54125,2011,0,0,0,0,NA,Sin Presencia
54128,2011,22.3,11.15,8,4,NA,Sin Presencia
54172,2011,14.58,4.86,3,1,NA,Sin Presencia
54174,2011,5,5,1,1,NA,Sin Presencia
54206,2011,20,20,4,4,1,Con Presencia
54223,2011,0,0,0,0,NA,Sin Presencia
54239,2011,1,1,1,1,NA,Sin Presencia
54245,2011,0,0,0,0,1,Con Presencia
54250,2011,18.246,9.123,6,3,1,Con Presencia
54261,2011,22.107,22.107,5,5,1,Con Presencia
54313,2011,5,5,1,1,NA,Sin Presencia
54344,2011,25.7,12.85,9,4.5,NA,Sin Presencia
54347,2011,0,0,0,0,NA,Sin Presencia
54377,2011,10,10,2,2,NA,Sin Presencia
54385,2011,2,2,1,1,NA,Sin Presencia
54398,2011,10,10,2,2,NA,Sin Presencia
54405,2011,36.4,12.133333333333335,7,2.3333333333333335,NA,Sin Presencia
54418,2011,0,0,0,0,NA,Sin Presencia
54480,2011,0,0,0,0,NA,Sin Presencia
54498,2011,158.400482,39.6001205,29,7.25,1,Con Presencia
54518,2011,28.2999,14.14995,7,3.5,NA,Sin Presencia
54520,2011,0,0,0,0,NA,Sin Presencia
54553,2011,0,0,0,0,NA,Sin Presencia
54599,2011,2,2,1,1,NA,Sin Presencia
54660,2011,0,0,0,0,NA,Sin Presencia
54670,2011,16.05,16.05,16,16,1,Con Presencia
54673,2011,22,11,3,1.5,NA,Sin Presencia
54680,2011,3.5,3.5,1,1,NA,Sin Presencia
54720,2011,0,0,0,0,1,Con Presencia
54743,2011,0,0,0,0,NA,Sin Presencia
54800,2011,21.5,21.5,5,5,1,Con Presencia
54810,2011,24.762218,24.762218,14,14,1,Con Presencia
54820,2011,8,8,2,2,NA,Sin Presencia
54871,2011,38,19,3,1.5,NA,Sin Presencia
54874,2011,128.1,32.025,7,1.75,NA,Sin Presencia
63001,2011,63,15.75,11,2.75,NA,Sin Presencia
63111,2011,0,0,0,0,NA,Sin Presencia
63130,2011,5.8,5.8,4,4,NA,Sin Presencia
63190,2011,46.3,15.433333333333334,9,3,NA,Sin Presencia
63212,2011,16.1,5.366666666666667,11,3.6666666666666665,1,Con Presencia
63272,2011,0,0,0,0,NA,Sin Presencia
63302,2011,3,3,1,1,NA,Sin Presencia
63401,2011,5,5,1,1,NA,Sin Presencia
63470,2011,10,10,1,1,NA,Sin Presencia
63548,2011,8.527648,8.527648,5,5,NA,Sin Presencia
63594,2011,7,7,2,2,NA,Sin Presencia
63690,2011,0,0,0,0,NA,Sin Presencia
66001,2011,429.83919,85.967838,72,14.4,NA,Sin Presencia
66045,2011,7.528162,3.764081,2,1,NA,Sin Presencia
66075,2011,8,4,6,3,NA,Sin Presencia
66088,2011,6.67,6.67,10,10,NA,Sin Presencia
66170,2011,437.65,109.4125,46,11.5,NA,Sin Presencia
66318,2011,10.398128,2.599532,5,1.25,NA,Sin Presencia
66383,2011,14.673184,7.336592,5,2.5,NA,Sin Presencia
66400,2011,57.3,14.325,4,1,NA,Sin Presencia
66440,2011,2.5,2.5,2,2,NA,Sin Presencia
66456,2011,13.2,13.2,4,4,NA,Sin Presencia
66572,2011,5.5,5.5,1,1,NA,Sin Presencia
66594,2011,16.8,4.2,4,1,NA,Sin Presencia
66682,2011,5.05,5.05,2,2,NA,Sin Presencia
66687,2011,35.248568,11.749522666666666,37,12.333333333333334,NA,Sin Presencia
68001,2011,695,231.66666666666666,38,12.666666666666666,NA,Sin Presencia
68013,2011,0,0,0,0,NA,Sin Presencia
68020,2011,0,0,0,0,NA,Sin Presencia
68051,2011,0,0,0,0,NA,Sin Presencia
68077,2011,30,30,3,3,NA,Sin Presencia
68079,2011,0,0,0,0,NA,Sin Presencia
68081,2011,406.717617,135.572539,38,12.666666666666666,NA,Sin Presencia
68092,2011,10,10,6,6,NA,Sin Presencia
68101,2011,0,0,0,0,NA,Sin Presencia
68121,2011,9.712,9.712,5,5,NA,Sin Presencia
68132,2011,0,0,0,0,NA,Sin Presencia
68147,2011,8,8,2,2,NA,Sin Presencia
68152,2011,0,0,0,0,NA,Sin Presencia
68160,2011,0,0,0,0,NA,Sin Presencia
68162,2011,0,0,0,0,NA,Sin Presencia
68167,2011,1.85,1.85,5,5,NA,Sin Presencia
68169,2011,1.7,1.7,1,1,NA,Sin Presencia
68176,2011,1.4,1.4,1,1,NA,Sin Presencia
68179,2011,9,9,2,2,NA,Sin Presencia
68190,2011,22.0996,22.0996,10,10,NA,Sin Presencia
68207,2011,0,0,0,0,NA,Sin Presencia
68209,2011,0,0,0,0,NA,Sin Presencia
68211,2011,4.582,2.291,5,2.5,NA,Sin Presencia
68217,2011,0,0,0,0,NA,Sin Presencia
68229,2011,11.99,3.9966666666666666,3,1,NA,Sin Presencia
68235,2011,37.5382,18.7691,8,4,NA,Sin Presencia
68245,2011,13.5,13.5,2,2,NA,Sin Presencia
68250,2011,24.3,12.15,8,4,NA,Sin Presencia
68255,2011,15.8,15.8,5,5,NA,Sin Presencia
68264,2011,0,0,0,0,NA,Sin Presencia
68266,2011,0,0,0,0,NA,Sin Presencia
68271,2011,17,17,7,7,NA,Sin Presencia
68276,2011,136.15,34.0375,12,3,NA,Sin Presencia
68296,2011,0,0,0,0,NA,Sin Presencia
68298,2011,45.045,45.045,4,4,NA,Sin Presencia
68307,2011,208.6655,52.166375,18,4.5,NA,Sin Presencia
68318,2011,0,0,0,0,NA,Sin Presencia
68320,2011,0,0,0,0,NA,Sin Presencia
68322,2011,2,2,2,2,NA,Sin Presencia
68324,2011,22,22,4,4,NA,Sin Presencia
68327,2011,20,20,3,3,NA,Sin Presencia
68344,2011,0,0,0,0,NA,Sin Presencia
68368,2011,0,0,0,0,NA,Sin Presencia
68370,2011,0.825,0.825,1,1,NA,Sin Presencia
68377,2011,5,5,1,1,NA,Sin Presencia
68385,2011,17.21,17.21,5,5,NA,Sin Presencia
68397,2011,5.5,5.5,2,2,NA,Sin Presencia
68406,2011,0,0,0,0,NA,Sin Presencia
68418,2011,5,2.5,2,1,NA,Sin Presencia
68425,2011,2,2,1,1,NA,Sin Presencia
68432,2011,3,3,1,1,NA,Sin Presencia
68444,2011,4,4,1,1,NA,Sin Presencia
68464,2011,20.2,20.2,4,4,NA,Sin Presencia
68468,2011,0,0,0,0,NA,Sin Presencia
68498,2011,0,0,0,0,NA,Sin Presencia
68500,2011,0,0,0,0,NA,Sin Presencia
68502,2011,25,25,12,12,NA,Sin Presencia
68522,2011,0,0,0,0,NA,Sin Presencia
68524,2011,4,4,1,1,NA,Sin Presencia
68533,2011,0,0,0,0,NA,Sin Presencia
68547,2011,40,20,3,1.5,NA,Sin Presencia
68549,2011,10,10,1,1,NA,Sin Presencia
68572,2011,0,0,0,0,NA,Sin Presencia
68573,2011,12.5,12.5,6,6,NA,Sin Presencia
68575,2011,24.2,24.2,5,5,NA,Sin Presencia
68615,2011,4,4,3,3,NA,Sin Presencia
68655,2011,35,35,2,2,NA,Sin Presencia
68669,2011,0,0,0,0,NA,Sin Presencia
68673,2011,9,9,2,2,NA,Sin Presencia
68679,2011,57.7,28.85,9,4.5,NA,Sin Presencia
68682,2011,0,0,0,0,NA,Sin Presencia
68684,2011,0,0,0,0,NA,Sin Presencia
68686,2011,0,0,0,0,NA,Sin Presencia
68689,2011,0,0,0,0,NA,Sin Presencia
68705,2011,0,0,0,0,NA,Sin Presencia
68720,2011,0,0,0,0,NA,Sin Presencia
68745,2011,0,0,0,0,NA,Sin Presencia
68755,2011,0,0,0,0,NA,Sin Presencia
68770,2011,0,0,0,0,NA,Sin Presencia
68773,2011,0,0,0,0,NA,Sin Presencia
68780,2011,0,0,0,0,NA,Sin Presencia
68820,2011,0.63,0.63,2,2,NA,Sin Presencia
68855,2011,15,15,1,1,NA,Sin Presencia
68861,2011,0,0,0,0,NA,Sin Presencia
68867,2011,0,0,0,0,NA,Sin Presencia
68872,2011,0,0,0,0,NA,Sin Presencia
68895,2011,26.5,26.5,5,5,NA,Sin Presencia
70001,2011,462.4,231.2,26,13,NA,Sin Presencia
70110,2011,6,3,2,1,NA,Sin Presencia
70124,2011,0,0,0,0,NA,Sin Presencia
70204,2011,10,10,2,2,NA,Sin Presencia
70215,2011,0,0,0,0,NA,Sin Presencia
70221,2011,28.5432,7.1358,13,3.25,NA,Sin Presencia
70230,2011,0,0,0,0,NA,Sin Presencia
70233,2011,23.519018,11.759509,10,5,NA,Sin Presencia
70235,2011,12,12,2,2,NA,Sin Presencia
70265,2011,1.07,1.07,1,1,NA,Sin Presencia
70400,2011,0,0,0,0,NA,Sin Presencia
70418,2011,0,0,0,0,NA,Sin Presencia
70429,2011,20.7,10.35,4,2,NA,Sin Presencia
70473,2011,5.53571,5.53571,1,1,NA,Sin Presencia
70508,2011,2,2,1,1,NA,Sin Presencia
70523,2011,0,0,0,0,NA,Sin Presencia
70670,2011,32,16,6,3,NA,Sin Presencia
70678,2011,14,7,5,2.5,NA,Sin Presencia
70702,2011,10.7,10.7,1,1,NA,Sin Presencia
70708,2011,50,25,3,1.5,NA,Sin Presencia
70713,2011,45,22.5,8,4,NA,Sin Presencia
70717,2011,15.09,15.09,3,3,NA,Sin Presencia
70742,2011,0,0,0,0,NA,Sin Presencia
70771,2011,0,0,0,0,NA,Sin Presencia
70820,2011,5,5,1,1,NA,Sin Presencia
70823,2011,0,0,0,0,NA,Sin Presencia
73001,2011,26.489154,6.6222885,14,3.5,NA,Sin Presencia
73024,2011,0,0,0,0,NA,Sin Presencia
73026,2011,16,16,3,3,NA,Sin Presencia
73030,2011,5.785,2.8925,2,1,NA,Sin Presencia
73043,2011,7.5,3.75,2,1,NA,Sin Presencia
73055,2011,11,11,3,3,NA,Sin Presencia
73067,2011,0,0,0,0,NA,Sin Presencia
73124,2011,13.6,4.533333333333333,7,2.3333333333333335,NA,Sin Presencia
73148,2011,6.5,3.25,2,1,NA,Sin Presencia
73152,2011,0,0,0,0,NA,Sin Presencia
73168,2011,103.68855,25.9221375,47,11.75,NA,Sin Presencia
73200,2011,0.5,0.5,1,1,NA,Sin Presencia
73217,2011,1.4,0.7,2,1,NA,Sin Presencia
73226,2011,12.482,6.241,2,1,NA,Sin Presencia
73236,2011,2,2,1,1,1,Con Presencia
73268,2011,0,0,0,0,NA,Sin Presencia
73270,2011,0,0,0,0,NA,Sin Presencia
73275,2011,22,7.333333333333333,3,1,NA,Sin Presencia
73283,2011,7.774659,3.8873295,2,1,NA,Sin Presencia
73319,2011,8,8,1,1,NA,Sin Presencia
73347,2011,0,0,0,0,NA,Sin Presencia
73349,2011,21.8,10.9,6,3,NA,Sin Presencia
73352,2011,5,5,1,1,NA,Sin Presencia
73408,2011,4,2,2,1,NA,Sin Presencia
73411,2011,72.8,36.4,22,11,NA,Sin Presencia
73443,2011,12.8,6.4,2,1,NA,Sin Presencia
73449,2011,7,7,2,2,NA,Sin Presencia
73461,2011,13,6.5,3,1.5,NA,Sin Presencia
73483,2011,70.6,17.65,18,4.5,NA,Sin Presencia
73504,2011,10.4,5.2,3,1.5,NA,Sin Presencia
73520,2011,0,0,0,0,NA,Sin Presencia
73547,2011,11,5.5,3,1.5,NA,Sin Presencia
73555,2011,20.4126,5.10315,8,2,1,Con Presencia
73563,2011,36.1,18.05,10,5,NA,Sin Presencia
73585,2011,8.501,4.2505,5,2.5,NA,Sin Presencia
73616,2011,5,5,1,1,NA,Sin Presencia
73622,2011,0,0,0,0,NA,Sin Presencia
73624,2011,0,0,0,0,NA,Sin Presencia
73671,2011,54.5,18.166666666666668,12,4,NA,Sin Presencia
73675,2011,12.443525,12.443525,2,2,NA,Sin Presencia
73678,2011,6.5,3.25,2,1,NA,Sin Presencia
73686,2011,6.5,6.5,1,1,NA,Sin Presencia
73770,2011,10,10,2,2,NA,Sin Presencia
73854,2011,0,0,0,0,NA,Sin Presencia
