codmpio,amount_sum,amount_mean,donors_sum,donors_mean,yearly
47053,33.1,33.1,3,3,2019
47058,66.6,13.32,15,3,2019
47161,0.25,0.25,1,1,2019
47170,64.5,21.5,12,4,2019
47189,190.72,31.78666666666667,11,1.8333333333333333,2019
47245,134.7833,44.92776666666666,14,4.666666666666667,2019
47258,20.1,6.7,3,1,2019
47268,19.075,6.358333333333333,4,1.3333333333333333,2019
47288,101.42,20.284,19,3.8,2019
47318,29.1,7.275,6,1.5,2019
47460,1.2,0.6,2,1,2019
47541,3.5,1.75,3,1.5,2019
47545,30,30,4,4,2019
47551,44.5,22.25,10,5,2019
47555,21.55,5.3875,5,1.25,2019
47570,11.49761,3.8325366666666665,6,2,2019
47605,28,28,5,5,2019
47660,0.55,0.275,3,1.5,2019
47675,0.5,0.5,1,1,2019
47692,3,3,1,1,2019
47707,63.7,63.7,12,12,2019
47001,1510.225486,302.0450972,69,13.8,2019
47745,61.252648,15.313162,10,2.5,2019
47798,5.2,2.6,2,1,2019
47960,0.5,0.5,1,1,2019
47980,125.31,62.655,10,5,2019
50006,793.655112,198.413778,47,11.75,2019
50110,0.7,0.35,2,1,2019
50124,82,41,36,18,2019
50150,11,5.5,6,3,2019
50223,94.309267,18.861853399999998,27,5.4,2019
50226,44.9606,8.99212,15,3,2019
50251,15.9,5.3,6,2,2019
50270,4.7,4.7,2,2,2019
50287,29.475,14.7375,19,9.5,2019
50313,524.05596,131.01399,91,22.75,2019
50318,71.4,71.4,7,7,2019
50350,1.2,0.6,3,1.5,2019
50400,6.7,2.2333333333333334,3,1,2019
50325,73.05,18.2625,9,2.25,2019
50330,67.855,22.618333333333332,12,4,2019
50568,301.172644,100.39088133333333,31,10.333333333333334,2019
50577,1.21,0.4033333333333333,3,1,2019
50573,104.43,17.405,20,3.3333333333333335,2019
50590,65.4,21.8,53,17.666666666666668,2019
50606,62.1,20.7,8,2.6666666666666665,2019
50680,61.31,30.655,7,3.5,2019
50683,9.839,9.839,4,4,2019
50686,1.65,0.825,3,1.5,2019
50689,47.4995,15.833166666666665,13,4.333333333333333,2019
50370,56.88,28.44,3,1.5,2019
50001,2001.704838,250.21310475,329,41.125,2019
50711,34.12805,8.5320125,7,1.75,2019
52019,12,12,2,2,2019
52022,7.5,7.5,4,4,2019
52036,18,18,5,5,2019
52051,10.5,10.5,2,2,2019
52079,4.5,4.5,3,3,2019
52083,1,1,1,1,2019
52110,15.2,5.066666666666667,8,2.6666666666666665,2019
52240,9.5,9.5,1,1,2019
52203,1.5,1.5,1,1,2019
52207,8.1,4.05,3,1.5,2019
52210,6.97,3.485,2,1,2019
52224,7.8,7.8,4,4,2019
52227,4,4,2,2,2019
52233,2.4,2.4,1,1,2019
52250,18.9,4.725,9,2.25,2019
52254,13.6,6.8,3,1.5,2019
52256,20.8,10.4,5,2.5,2019
52520,62.987,20.99566666666667,16,5.333333333333333,2019
52287,0.5,0.5,1,1,2019
52317,17.312937,5.770979,4,1.3333333333333333,2019
52320,1.1,0.3666666666666667,3,1,2019
52352,0.4,0.4,2,2,2019
52354,15,15,2,2,2019
52356,67.7,16.925,27,6.75,2019
52378,4,2,2,1,2019
52381,1.2,1.2,1,1,2019
52385,9.2,4.6,2,1,2019
52399,0.2,0.2,1,1,2019
52405,17.1,17.1,4,4,2019
52411,0.2,0.2,1,1,2019
52418,19.4,9.7,7,3.5,2019
52427,53.87,26.935,9,4.5,2019
52435,6.6,1.65,5,1.25,2019
52473,40,40,4,4,2019
52480,1.2,1.2,2,2,2019
52490,22.3,11.15,3,1.5,2019
52506,11.1,5.55,4,2,2019
52001,363.2788825,60.54648041666666,57,9.5,2019
52540,1,1,1,1,2019
52560,0.9,0.45,2,1,2019
52565,21,21,2,2,2019
52573,0.2,0.2,1,1,2019
52585,1.84,1.84,3,3,2019
52612,30.48,7.62,15,3.75,2019
52621,102.5,34.166666666666664,18,6,2019
52678,0.3,0.15,2,1,2019
52685,0.3,0.15,2,1,2019
52687,0.6,0.3,2,1,2019
52693,42.55,21.275,13,6.5,2019
52683,10.1,5.05,2,1,2019
52696,46.7,23.35,5,2.5,2019
52699,12.6,12.6,4,4,2019
52720,6,6,1,1,2019
52786,21.799464,10.899732,2,1,2019
52788,15,15,2,2,2019
52835,603.831641,100.63860683333333,96,16,2019
52838,30.1,10.033333333333333,6,2,2019
52885,1.1,0.55,3,1.5,2019
54003,25.5,8.5,3,1,2019
54099,2.65,2.65,2,2,2019
54128,22.1,22.1,8,8,2019
54125,22.8,22.8,2,2,2019
54172,33,16.5,4,2,2019
54174,0.1,0.1,1,1,2019
54206,5,5,2,2,2019
54001,362.771517,51.82450242857143,65,9.285714285714286,2019
54245,14.3,7.15,4,2,2019
54250,11,5.5,2,1,2019
54261,33.2,11.066666666666666,11,3.6666666666666665,2019
54398,0.2,0.2,1,1,2019
54377,7,7,1,1,2019
54405,90.4,45.2,10,5,2019
54418,0.2,0.2,1,1,2019
54480,0.3,0.15,2,1,2019
54498,43.8,10.95,12,3,2019
54518,141.62822,47.209406666666666,16,5.333333333333333,2019
54553,20,20,2,2,2019
54660,15,15,2,2,2019
54670,0.6,0.6,1,1,2019
54673,6.5,3.25,2,1,2019
54680,12,6,3,1.5,2019
54720,9.75,9.75,2,2,2019
54743,0.2,0.2,2,2,2019
54800,35.15,17.575,5,2.5,2019
54810,88.4,44.2,7,3.5,2019
54820,15,15,3,3,2019
54874,84.5227422,21.13068555,10,2.5,2019
86219,1,0.5,2,1,2019
86001,132.650901,22.1084835,39,6.5,2019
86320,8.48,2.8266666666666667,4,1.3333333333333333,2019
86568,383.895088,42.65500977777778,56,6.222222222222222,2019
86569,19.054348,6.351449333333333,10,3.3333333333333335,2019
86571,61.15,30.575,9,4.5,2019
86573,10.45,3.4833333333333334,4,1.3333333333333333,2019
86755,9.5,2.375,6,1.5,2019
86757,0.9,0.3,3,1,2019
86760,0.65,0.21666666666666665,3,1,2019
86749,2.3,2.3,2,2,2019
86865,84.822,28.274,14,4.666666666666667,2019
86885,83.2,41.6,9,4.5,2019
63001,637.98511800000006,106.330853,152,25.333333333333332,2019
63130,34.305,8.57625,14,3.5,2019
63190,21.32,5.33,8,2,2019
63272,20.965,5.24125,5,1.25,2019
63302,10,10,1,1,2019
63401,15.088,7.544,2,1,2019
63470,14.792642,3.6981605,9,2.25,2019
63548,2,2,2,2,2019
63594,40.6,13.533333333333333,19,6.333333333333333,2019
66045,9.5,9.5,1,1,2019
66075,3.15,1.05,3,1,2019
66088,21.9,7.3,9,3,2019
66170,356.22,89.055,42,10.5,2019
66383,8.4,8.4,2,2,2019
66400,25.10197,5.020394,14,2.8,2019
66440,0.6,0.3,2,1,2019
66456,27,27,2,2,2019
66001,851.488494,121.64121342857143,143,20.428571428571427,2019
66572,35.8,17.9,9,4.5,2019
66594,0.95,0.475,2,1,2019
66682,109.472,18.24533333333333,15,2.5,2019
66687,12.303416,6.151708,7,3.5,2019
88564,48.756100000000004,24.378050000000002,8,4,2019
68013,2.75,1.375,3,1.5,2019
68020,1.5,1.5,2,2,2019
68077,8.536,4.268,9,4.5,2019
68079,0.5,0.5,1,1,2019
68081,310.192333,77.54808325,32,8,2019
68001,1143.306988,163.3295697142857,95,13.571428571428571,2019
68121,1,1,1,1,2019
68147,2.66,2.66,6,6,2019
68160,1.2,0.6,2,1,2019
68162,2,1,3,1.5,2019
68176,0.6,0.3,2,1,2019
68190,97.129,32.376333333333335,20,6.666666666666667,2019
68207,8.1,4.05,8,4,2019
68211,4.5,2.25,2,1,2019
68229,0.1,0.1,1,1,2019
68235,11.5,5.75,2,1,2019
68245,28.451147,14.2255735,5,2.5,2019
68250,0.8,0.8,1,1,2019
68264,0.1,0.1,1,1,2019
68276,779.64182,111.37740285714285,48,6.857142857142857,2019
68296,0.3,0.15,3,1.5,2019
68298,0.4,0.2,2,1,2019
68307,317.3,158.65,4,2,2019
68318,0.1,0.1,1,1,2019
68320,33.7,33.7,13,13,2019
68327,0.5,0.5,1,1,2019
68344,0.25,0.25,1,1,2019
68368,2.95,1.475,4,2,2019
68370,0.1,0.1,1,1,2019
68377,20.1,20.1,3,3,2019
68397,1.88076,1.88076,1,1,2019
68385,3,3,1,1,2019
68406,2.05,1.025,2,1,2019
68418,10.372704,10.372704,3,3,2019
68425,4.665,2.3325,8,4,2019
68432,0.07,0.07,1,1,2019
68444,25.695,8.565,7,2.3333333333333335,2019
68464,1.2,1.2,3,3,2019
68468,0.4,0.2,2,1,2019
68498,10.7,5.35,6,3,2019
68500,46,23,13,6.5,2019
68502,43.6,43.6,7,7,2019
68533,12,12,6,6,2019
68547,227.302702,56.8256755,36,9,2019
68573,4.340444,0.8680888,13,2.6,2019
68575,55.8,13.95,15,3.75,2019
68615,84.95,28.316666666666666,14,4.666666666666667,2019
68655,94.374,18.8748,42,8.4,2019
68669,32.559,10.853,10,3.3333333333333335,2019
68679,123.510499,41.170166333333334,9,3,2019
68682,0.1,0.1,1,1,2019
68684,0.5,0.5,1,1,2019
68705,1,1,2,2,2019
68720,0.6,0.2,3,1,2019
68745,7.675,2.5583333333333336,6,2,2019
68755,36.73,12.243333333333334,21,7,2019
68770,5.25,5.25,3,3,2019
68855,0.175,0.0875,2,1,2019
68867,3,3,1,1,2019
70110,0.5,0.5,1,1,2019
70124,70,35,5,2.5,2019
70230,7.6,2.5333333333333337,3,1,2019
70204,2.8,2.8,2,2,2019
70215,149.506232,37.376558,21,5.25,2019
70221,78.410603,19.60265075,14,3.5,2019
70235,38.1,19.05,9,4.5,2019
70265,10.2,5.1,3,1.5,2019
70400,14,14,3,3,2019
70418,51.05,25.525,6,3,2019
70429,58.7705,19.59016666666667,8,2.6666666666666665,2019
70473,3,3,1,1,2019
70508,0.25,0.125,2,1,2019
70523,14.425,7.2125,6,3,2019
70670,25.8,6.45,7,1.75,2019
70678,62.8,15.7,9,2.25,2019
70702,5.75,1.4375,4,1,2019
70708,114.65,114.65,11,11,2019
70713,45.2,22.6,4,2,2019
70717,27.88,27.88,3,3,2019
70742,36.1,18.05,4,2,2019
70001,522.798832,104.5597664,33,6.6,2019
70771,3,1.5,3,1.5,2019
70820,26.677888,8.892629333333334,7,2.3333333333333335,2019
70823,70.85,70.85,7,7,2019
73024,1.5,0.75,2,1,2019
73026,36.5,36.5,5,5,2019
73043,4.75,1.5833333333333333,4,1.3333333333333333,2019
73055,4,2,3,1.5,2019
73067,18,18,4,4,2019
73124,2.18,1.09,2,1,2019
73148,100.6,50.3,2,1,2019
73152,73.549,36.7745,5,2.5,2019
73168,173.5,57.833333333333336,18,6,2019
73200,5.2,5.2,3,3,2019
73217,41.2,13.733333333333334,9,3,2019
73226,10.2,5.1,2,1,2019
73236,6,6,3,3,2019
73268,198.416361,39.683272200000005,63,12.6,2019
73270,51.68,51.68,9,9,2019
73275,51.2,17.066666666666666,7,2.3333333333333335,2019
73283,33.8,11.266666666666666,10,3.3333333333333335,2019
73319,110.41,18.401666666666667,19,3.1666666666666665,2019
73347,20.55,6.85,8,2.6666666666666665,2019
73349,8,2.6666666666666665,3,1,2019
73001,732.515717,81.39063522222223,87,9.666666666666666,2019
73352,110.2,55.1,29,14.5,2019
73408,130.57227,32.6430675,13,3.25,2019
73411,75.2,25.066666666666666,5,1.6666666666666667,2019
73443,13.0523,4.350766666666667,15,5,2019
73449,65.59,32.795,7,3.5,2019
73461,11.239,5.6195,4,2,2019
73483,9.5,4.75,4,2,2019
73504,80.76,26.92,15,5,2019
73520,10,10,1,1,2019
73547,2.3,1.15,5,2.5,2019
73555,2,1,2,1,2019
73563,3.5,3.5,1,1,2019
73585,36.52,18.26,9,4.5,2019
73616,41,13.666666666666666,8,2.6666666666666665,2019
73622,0.25,0.25,1,1,2019
73624,7.975,3.9875,4,2,2019
73671,27.5,13.75,6,3,2019
73675,6,6,4,4,2019
73686,14.161071,7.0805355,5,2.5,2019
73770,20.489195,6.8297316666666665,11,3.6666666666666665,2019
73854,55.0553,55.0553,8,8,2019
73861,11.637,5.8185,7,3.5,2019
73870,43,21.5,5,2.5,2019
73873,0.55,0.55,1,1,2019
76036,3.663,3.663,1,1,2019
76109,442.99,73.83166666666668,25,4.166666666666667,2019
76111,251.398,83.79933333333332,23,7.666666666666667,2019
76113,2.1,0.7,5,1.6666666666666667,2019
76122,1,1,1,1,2019
76001,2466.381404,411.0635673333333,209,34.833333333333336,2019
76126,45.337208,11.334302,18,4.5,2019
76130,216.0959,36.01598333333334,33,5.5,2019
76147,107.679211,26.91980275,26,6.5,2019
76233,25.90104,8.63368,10,3.3333333333333335,2019
76243,10.428116,5.214058,3,1.5,2019
76246,5.35,1.3375,6,1.5,2019
76248,5.6,1.8666666666666667,4,1.3333333333333333,2019
76250,3.75,1.875,4,2,2019
76275,148.42,29.684,21,4.2,2019
76306,0.45,0.45,2,2,2019
76318,44.144,11.036,8,2,2019
76364,330.992081,66.1984162,33,6.6,2019
76400,67.125,22.375,12,4,2019
76403,18.2,9.1,6,3,2019
76497,1.9,0.95,3,1.5,2019
76520,404.890823,80.9781646,49,9.8,2019
76563,176.58,44.145,34,8.5,2019
76616,6.4,1.28,6,1.2,2019
76670,10,5,10,5,2019
76736,4.73,1.1825,8,2,2019
76823,40.2,20.1,2,1,2019
76828,2.5952,2.5952,2,2,2019
76834,278.956,69.739,44,11,2019
76863,7.6,3.8,6,3,2019
76869,0.3,0.3,2,2,2019
76890,32.5,16.25,9,4.5,2019
76892,239.022,47.8044,24,4.8,2019
76895,10.8,3.6,3,1,2019
97161,0.3,0.15,2,1,2019
97001,40.3,13.433333333333334,5,1.6666666666666667,2019
97666,0.8,0.8,1,1,2019
99773,34.9,11.633333333333335,6,2,2019
99524,46.9301,15.643366666666665,16,5.333333333333333,2019
99001,18.5,6.166666666666667,8,2.6666666666666665,2019
99624,15.4,7.7,8,4,2019
